pair,timeframe,direction,entry,exit,entry_time,exit_time,pips,pnl,lots,result,regime,confidence,capital
EUR_USD,H1,BUY,1.1008366346359253,1.0988949707576208,2023-08-07 17:00:00+00:00,2023-08-08 01:00:00+00:00,-19.4,-110.33,0.52,LOSS,TREND,0.625,9889.67
EUR_USD,H1,BUY,1.0943313837051392,1.093073593718665,2023-08-14 11:00:00+00:00,2023-08-14 12:00:00+00:00,-12.6,-113.59,0.79,LOSS,STRONG_TREND,0.625,9776.09
EUR_USD,H1,SELL,1.05988347530365,1.0565491701875414,2023-09-26 10:00:00+00:00,2023-09-26 18:00:00+00:00,33.3,230.26,0.73,WIN,STRONG_TREND,0.625,10006.35
EUR_USD,H1,BUY,1.053851842880249,1.056262350508145,2023-10-19 08:00:00+00:00,2023-10-19 11:00:00+00:00,24.1,231.97,1.04,WIN,TREND,0.625,10238.33
EUR_USD,H1,BUY,1.0606703758239746,1.063736108796937,2023-10-23 10:00:00+00:00,2023-10-23 15:00:00+00:00,30.7,239.52,0.83,WIN,TREND,0.625,10477.84
EUR_USD,H1,SELL,1.090869426727295,1.0924895448344094,2023-11-23 17:00:00+00:00,2023-11-24 12:00:00+00:00,-16.2,-117.01,0.65,LOSS,STRONG_TREND,0.75,10360.83
EUR_USD,H1,BUY,1.091941475868225,1.094842859676906,2023-11-24 12:00:00+00:00,2023-11-24 18:00:00+00:00,29.0,242.2,0.89,WIN,TREND,0.625,10603.04
EUR_USD,H1,SELL,1.0897995233535767,1.0862669263567244,2023-12-01 07:00:00+00:00,2023-12-01 14:00:00+00:00,35.3,251.44,0.75,WIN,STRONG_TREND,0.625,10854.48
EUR_USD,H1,BUY,1.0786322355270386,1.0773504333836692,2024-02-09 14:00:00+00:00,2024-02-12 09:00:00+00:00,-12.8,-124.25,0.85,LOSS,TREND,0.625,10730.23
EUR_USD,H1,BUY,1.073767900466919,1.0758970635277885,2024-02-15 10:00:00+00:00,2024-02-15 13:00:00+00:00,21.3,245.59,1.26,WIN,STRONG_TREND,0.625,10975.82
EUR_USD,H1,BUY,1.0771219730377197,1.0761093625000544,2024-02-15 13:00:00+00:00,2024-02-15 16:00:00+00:00,-10.1,-128.8,1.08,LOSS,STRONG_TREND,0.625,10847.02
EUR_USD,H1,BUY,1.0780508518218994,1.0770542068140847,2024-02-19 11:00:00+00:00,2024-02-19 14:00:00+00:00,-10.0,-128.25,1.09,LOSS,RANGING,0.625,10718.77
EUR_USD,H1,BUY,1.0835410356521606,1.0824354801859175,2024-02-23 13:00:00+00:00,2024-02-23 15:00:00+00:00,-11.1,-124.7,0.97,LOSS,TREND,0.625,10594.07
EUR_USD,H1,BUY,1.0835410356521606,1.0855410356521606,2024-02-26 08:00:00+00:00,2024-02-26 11:00:00+00:00,20.0,240.24,1.32,WIN,TREND,0.625,10834.31
EUR_USD,H1,BUY,1.0930156707763672,1.0950156707763672,2024-03-13 07:00:00+00:00,2024-03-13 15:00:00+00:00,20.0,245.7,1.35,WIN,STRONG_TREND,0.625,11080.01
EUR_USD,H1,BUY,1.0903936624526978,1.0895936624526978,2024-03-18 10:00:00+00:00,2024-03-18 12:00:00+00:00,-8.0,-136.22,1.39,LOSS,TREND,0.625,10943.79
EUR_USD,H1,BUY,1.0856584310531616,1.084801503590175,2024-03-26 09:00:00+00:00,2024-03-26 14:00:00+00:00,-8.6,-132.73,1.28,LOSS,STRONG_TREND,0.625,10811.06
EUR_USD,H1,BUY,1.074806571006775,1.0774625326905931,2024-04-02 10:00:00+00:00,2024-04-02 14:00:00+00:00,26.6,252.55,1.02,WIN,STRONG_TREND,0.625,11063.61
EUR_USD,H1,BUY,1.08119797706604,1.0801031376634325,2024-04-05 12:00:00+00:00,2024-04-05 13:00:00+00:00,-10.9,-128.76,1.01,LOSS,STRONG_TREND,0.625,10934.85
EUR_USD,H1,BUY,1.0864840745925903,1.0884840745925903,2024-04-09 11:00:00+00:00,2024-04-09 12:00:00+00:00,20.0,249.34,1.37,WIN,STRONG_TREND,0.625,11184.19
EUR_USD,H1,BUY,1.0868383646011353,1.0860383646011353,2024-04-10 10:00:00+00:00,2024-04-10 11:00:00+00:00,-8.0,-137.2,1.4,LOSS,TREND,0.625,11046.99
EUR_USD,H1,BUY,1.085894227027893,1.0850942270278932,2024-04-10 11:00:00+00:00,2024-04-10 12:00:00+00:00,-8.0,-135.24,1.38,LOSS,TREND,0.625,10911.75
EUR_USD,H1,BUY,1.0749220848083496,1.074067839554378,2024-05-08 11:00:00+00:00,2024-05-09 06:00:00+00:00,-8.5,-132.38,1.28,LOSS,TREND,0.625,10779.37
EUR_USD,H1,BUY,1.079563856124878,1.078763856124878,2024-05-14 11:00:00+00:00,2024-05-14 12:00:00+00:00,-8.0,-132.3,1.35,LOSS,TREND,0.625,10647.07
EUR_USD,H1,BUY,1.0806137323379517,1.0826137323379517,2024-05-14 12:00:00+00:00,2024-05-14 14:00:00+00:00,20.0,242.06,1.33,WIN,TREND,0.625,10889.13
EUR_USD,H1,BUY,1.087074637413025,1.086274637413025,2024-05-21 08:00:00+00:00,2024-05-21 12:00:00+00:00,-8.0,-133.28,1.36,LOSS,TREND,0.625,10755.85
EUR_USD,H1,BUY,1.08695650100708,1.0859292915889196,2024-06-05 14:00:00+00:00,2024-06-05 16:00:00+00:00,-10.3,-126.76,1.05,LOSS,TREND,0.625,10629.09
EUR_USD,H1,BUY,1.0796804428100586,1.0787161375795091,2024-06-13 10:00:00+00:00,2024-06-13 11:00:00+00:00,-9.6,-125.87,1.1,LOSS,STRONG_TREND,0.625,10503.22
EUR_USD,H1,BUY,1.0752688646316528,1.0742305048874445,2024-06-19 11:00:00+00:00,2024-06-20 02:00:00+00:00,-10.4,-123.05,1.01,LOSS,TREND,0.625,10380.16
EUR_USD,H1,BUY,1.0850694179534912,1.0870694179534912,2024-07-11 08:00:00+00:00,2024-07-11 12:00:00+00:00,20.0,236.6,1.3,WIN,TREND,0.625,10616.76
EUR_USD,H1,BUY,1.0905125141143799,1.0896472079413277,2024-07-16 11:00:00+00:00,2024-07-16 12:00:00+00:00,-8.7,-128.57,1.23,LOSS,TREND,0.625,10488.19
EUR_USD,H1,BUY,1.0883761644363403,1.0906031961951936,2024-07-16 12:00:00+00:00,2024-07-16 19:00:00+00:00,22.3,241.55,1.18,WIN,TREND,0.625,10729.74
EUR_USD,H1,BUY,1.0848339796066284,1.0835735585008348,2024-07-25 11:00:00+00:00,2024-07-25 13:00:00+00:00,-12.6,-122.44,0.85,LOSS,TREND,0.625,10607.3
EUR_USD,H1,BUY,1.0925379991531372,1.0912854075431824,2024-08-07 12:00:00+00:00,2024-08-08 12:00:00+00:00,-12.5,-121.77,0.85,LOSS,TREND,0.625,10485.53
EUR_USD,H1,BUY,1.0926573276519775,1.0954374692269735,2024-08-09 15:00:00+00:00,2024-08-13 13:00:00+00:00,27.8,244.41,0.94,WIN,TREND,0.625,10729.95
EUR_USD,H1,BUY,1.109385371208191,1.1082330175808497,2024-09-04 14:00:00+00:00,2024-09-04 15:00:00+00:00,-11.5,-123.91,0.93,LOSS,TREND,0.625,10606.04
EUR_USD,H1,BUY,1.1018069982528687,1.104375564626285,2024-09-12 09:00:00+00:00,2024-09-12 14:00:00+00:00,25.7,246.02,1.03,WIN,TREND,0.625,10852.06
EUR_USD,H1,BUY,1.1132138967514038,1.1123122530324119,2024-09-18 08:00:00+00:00,2024-09-18 12:00:00+00:00,-9.0,-129.8,1.2,LOSS,TREND,0.625,10722.26
EUR_USD,H1,BUY,1.0944511890411377,1.0930017616067613,2024-10-11 15:00:00+00:00,2024-10-13 23:00:00+00:00,-14.5,-120.58,0.74,LOSS,TREND,0.625,10601.68
EUR_USD,H1,BUY,1.086130142211914,1.085156921829496,2024-10-17 09:00:00+00:00,2024-10-17 12:00:00+00:00,-9.7,-125.7,1.09,LOSS,RANGING,0.625,10475.98
EUR_USD,H1,BUY,1.0834236145019531,1.08229284627097,2024-10-25 14:00:00+00:00,2024-10-25 15:00:00+00:00,-11.3,-121.9,0.93,LOSS,STRONG_TREND,0.625,10354.08
EUR_USD,H1,BUY,1.0808473825454712,1.079869602407728,2024-10-29 10:00:00+00:00,2024-10-29 12:00:00+00:00,-9.8,-122.72,1.06,LOSS,TREND,0.625,10231.36
EUR_USD,H1,BUY,1.0892059803009033,1.0914901686566216,2024-11-05 07:00:00+00:00,2024-11-05 16:00:00+00:00,22.8,235.67,1.12,WIN,TREND,0.625,10467.03
EUR_USD,H1,BUY,1.0441683530807495,1.043121678488595,2024-12-27 11:00:00+00:00,2024-12-27 14:00:00+00:00,-10.5,-122.67,1.0,LOSS,TREND,0.625,10344.36
EUR_USD,H1,SELL,1.0409077405929565,1.0426061408860343,2025-01-30 09:00:00+00:00,2025-01-30 13:00:00+00:00,-17.0,-114.58,0.61,LOSS,TREND,0.75,10229.78
EUR_USD,H1,BUY,1.1415525674819946,1.1453263078417097,2025-06-05 08:00:00+00:00,2025-06-05 13:00:00+00:00,37.7,244.37,0.68,WIN,STRONG_TREND,0.625,10474.15
EUR_USD,H1,BUY,1.1610356569290161,1.164268548999514,2025-08-06 10:00:00+00:00,2025-08-06 15:00:00+00:00,32.3,247.28,0.81,WIN,TREND,0.625,10721.44
EUR_USD,H1,BUY,1.1645511388778687,1.1629827107701982,2025-08-20 11:00:00+00:00,2025-08-21 07:00:00+00:00,-15.7,-118.89,0.68,LOSS,STRONG_TREND,0.625,10602.54
EUR_USD,H1,BUY,1.1637378931045532,1.1625524461269379,2025-10-24 12:00:00+00:00,2025-10-24 14:00:00+00:00,-11.9,-121.52,0.89,LOSS,TREND,0.625,10481.02
EUR_USD,H1,BUY,1.1621150970458984,1.1611325017043523,2025-12-02 14:00:00+00:00,2025-12-02 15:00:00+00:00,-9.8,-124.4,1.07,LOSS,STRONG_TREND,0.625,10356.62
EUR_USD,H1,BUY,1.1609008312225342,1.1598746946879797,2025-12-02 15:00:00+00:00,2025-12-02 16:00:00+00:00,-10.3,-121.82,1.01,LOSS,STRONG_TREND,0.625,10234.8
EUR_USD,H1,BUY,1.1665889024734497,1.1657158178942544,2025-12-05 07:00:00+00:00,2025-12-05 08:00:00+00:00,-8.7,-123.21,1.17,LOSS,TREND,0.625,10111.59
EUR_USD,H1,BUY,1.17384672164917,1.1729152926376887,2025-12-18 07:00:00+00:00,2025-12-18 09:00:00+00:00,-9.3,-121.15,1.09,LOSS,TREND,0.625,9990.44
EUR_USD,H1,BUY,1.178828239440918,1.1773699734892165,2025-12-26 14:00:00+00:00,2025-12-26 16:00:00+00:00,-14.6,-113.04,0.69,LOSS,TREND,0.625,9877.4
EUR_USD,H1,BUY,1.1659088134765625,1.1649024869714464,2026-01-13 12:00:00+00:00,2026-01-13 15:00:00+00:00,-10.1,-116.26,0.98,LOSS,TREND,0.625,9761.14
EUR_USD,H1,BUY,1.1663167476654053,1.1650656759738922,2026-01-14 15:00:00+00:00,2026-01-14 17:00:00+00:00,-12.5,-111.62,0.78,LOSS,TREND,0.625,9649.52
EUR_USD,H1,BUY,1.1706860065460205,1.1739806532859802,2026-01-22 11:00:00+00:00,2026-01-22 16:00:00+00:00,32.9,227.37,0.73,WIN,TREND,0.625,9876.89
EUR_USD,H1,BUY,1.1576753854751587,1.1557410785130091,2026-03-25 13:00:00+00:00,2026-03-26 06:00:00+00:00,-19.3,-107.83,0.51,LOSS,TREND,0.625,9769.06
EUR_USD,H1,BUY,1.1547343730926514,1.1539343730926515,2026-04-03 11:00:00+00:00,2026-04-03 12:00:00+00:00,-8.0,-119.56,1.22,LOSS,TREND,0.625,9649.5
EUR_USD,H4,SELL,1.0571942329406738,1.0616053172520228,2023-10-09 16:00:00+00:00,2023-10-10 12:00:00+00:00,-44.1,-105.59,0.23,LOSS,STRONG_TREND,0.625,9894.41
EUR_USD,H4,SELL,1.1061947345733643,1.1086421992097582,2023-12-27 08:00:00+00:00,2023-12-27 12:00:00+00:00,-24.5,-105.1,0.4,LOSS,STRONG_TREND,0.625,9789.31
EUR_USD,H4,BUY,1.0749220848083496,1.0806049832275935,2024-05-08 08:00:00+00:00,2024-05-13 12:00:00+00:00,56.8,236.62,0.43,WIN,STRONG_TREND,0.625,10025.93
EUR_USD,H4,BUY,1.0851871967315674,1.0821939281054906,2024-05-24 16:00:00+00:00,2024-05-29 12:00:00+00:00,-29.9,-104.72,0.33,LOSS,TREND,0.625,9921.21
EUR_USD,H4,SELL,1.0697474479675293,1.072431457894189,2024-06-26 08:00:00+00:00,2024-06-27 12:00:00+00:00,-26.8,-105.97,0.37,LOSS,TREND,0.625,9815.24
EUR_USD,H4,SELL,1.1354604959487915,1.140510584626879,2025-04-28 08:00:00+00:00,2025-04-28 12:00:00+00:00,-50.5,-99.37,0.19,LOSS,TREND,0.625,9715.87
EUR_USD,H4,BUY,1.1376564502716064,1.1323186372007643,2025-05-06 16:00:00+00:00,2025-05-07 16:00:00+00:00,-53.4,-99.32,0.18,LOSS,TREND,0.625,9616.55
EUR_USD,H4,SELL,1.1437721252441406,1.148019198860441,2025-06-11 08:00:00+00:00,2025-06-11 12:00:00+00:00,-42.5,-101.82,0.23,LOSS,RANGING,0.625,9514.73
EUR_USD,H4,SELL,1.1629259586334229,1.1656691176550729,2025-10-24 12:00:00+00:00,2025-10-27 20:00:00+00:00,-27.4,-102.31,0.35,LOSS,TREND,0.625,9412.42
EUR_USD,H4,BUY,1.1757789850234985,1.1726116665772028,2025-12-17 12:00:00+00:00,2025-12-18 08:00:00+00:00,-31.7,-100.42,0.3,LOSS,TREND,0.625,9312.0
EUR_USD,H4,BUY,1.177994966506958,1.1755223657403673,2025-12-26 08:00:00+00:00,2025-12-29 16:00:00+00:00,-24.7,-100.8,0.38,LOSS,STRONG_TREND,0.625,9211.2
GBP_USD,M15,BUY,1.3659709692001343,1.3685799602951323,2026-02-10 10:15:00+00:00,2026-02-10 12:15:00+00:00,26.1,233.18,0.96,WIN,RANGING,0.625,10233.18
GBP_USD,M15,BUY,1.3688879013061523,1.3709705088819777,2026-02-11 08:30:00+00:00,2026-02-11 10:45:00+00:00,20.8,234.02,1.23,WIN,TREND,0.625,10467.2
GBP_USD,M15,BUY,1.3636983633041382,1.3626405000686646,2026-02-12 08:15:00+00:00,2026-02-12 12:45:00+00:00,-10.6,-122.55,0.99,LOSS,STRONG_TREND,0.625,10344.66
GBP_USD,M15,BUY,1.3625091314315796,1.3614321989672524,2026-02-13 08:45:00+00:00,2026-02-13 11:00:00+00:00,-10.8,-120.67,0.96,LOSS,STRONG_TREND,0.625,10223.99
GBP_USD,M15,BUY,1.3646475076675415,1.3638475076675416,2026-02-16 08:15:00+00:00,2026-02-16 13:00:00+00:00,-8.0,-125.44,1.28,LOSS,TREND,0.625,10098.55
GBP_USD,M15,BUY,1.3558402061462402,1.3578402061462402,2026-02-18 07:00:00+00:00,2026-02-18 09:45:00+00:00,20.0,229.32,1.26,WIN,TREND,0.625,10327.87
GBP_USD,M15,BUY,1.357810139656067,1.3567277533667428,2026-02-18 10:00:00+00:00,2026-02-18 10:45:00+00:00,-10.8,-119.93,0.95,LOSS,STRONG_TREND,0.625,10207.94
GBP_USD,M15,BUY,1.3576257228851318,1.3566607279436929,2026-02-18 12:00:00+00:00,2026-02-18 13:30:00+00:00,-9.6,-121.37,1.06,LOSS,STRONG_TREND,0.625,10086.57
GBP_USD,M15,BUY,1.345949411392212,1.345149411392212,2026-02-20 07:15:00+00:00,2026-02-20 07:45:00+00:00,-8.0,-123.48,1.26,LOSS,TREND,0.625,9963.09
GBP_USD,M15,BUY,1.3477089405059814,1.351425907441548,2026-02-20 14:00:00+00:00,2026-02-23 00:00:00+00:00,37.2,236.98,0.67,WIN,TREND,0.625,10200.07
GBP_USD,M15,BUY,1.3527222871780396,1.3519222871780396,2026-02-23 07:00:00+00:00,2026-02-23 08:00:00+00:00,-8.0,-125.44,1.28,LOSS,TREND,0.625,10074.63
GBP_USD,M15,BUY,1.3518263101577759,1.350809178182057,2026-02-23 08:45:00+00:00,2026-02-23 09:15:00+00:00,-10.2,-118.52,0.99,LOSS,TREND,0.625,9956.11
GBP_USD,M15,BUY,1.3496187925338745,1.3486195164067405,2026-02-24 09:15:00+00:00,2026-02-24 11:00:00+00:00,-10.0,-117.93,1.0,LOSS,TREND,0.625,9838.19
GBP_USD,M15,BUY,1.3509314060211182,1.3535625892026084,2026-02-24 15:15:00+00:00,2026-02-24 16:15:00+00:00,26.3,227.96,0.93,WIN,TREND,0.625,10066.15
GBP_USD,M15,BUY,1.3495640754699707,1.3481732990060533,2026-02-27 08:45:00+00:00,2026-02-27 10:00:00+00:00,-13.9,-113.1,0.72,LOSS,TREND,0.625,9953.05
GBP_USD,M15,BUY,1.346293568611145,1.3446365637438638,2026-03-10 13:15:00+00:00,2026-03-10 14:00:00+00:00,-16.6,-110.22,0.6,LOSS,TREND,0.625,9842.83
GBP_USD,M15,BUY,1.3384552001953125,1.3376199092183794,2026-03-12 07:15:00+00:00,2026-03-12 08:45:00+00:00,-8.4,-119.8,1.18,LOSS,TREND,0.625,9723.03
GBP_USD,M15,BUY,1.3255919218063354,1.323706954717636,2026-03-13 12:00:00+00:00,2026-03-13 15:30:00+00:00,-18.8,-107.38,0.52,LOSS,STRONG_TREND,0.625,9615.65
GBP_USD,M15,BUY,1.334839105606079,1.333593270608357,2026-03-17 17:00:00+00:00,2026-03-18 12:15:00+00:00,-12.5,-109.79,0.77,LOSS,TREND,0.625,9505.86
GBP_USD,M15,BUY,1.3285770416259766,1.3327553804431642,2026-03-19 09:45:00+00:00,2026-03-19 13:45:00+00:00,41.8,227.91,0.57,WIN,STRONG_TREND,0.625,9733.76
GBP_USD,M15,BUY,1.3423576354980469,1.341490055833544,2026-03-20 07:15:00+00:00,2026-03-20 09:00:00+00:00,-8.7,-117.33,1.12,LOSS,STRONG_TREND,0.625,9616.44
GBP_USD,M15,BUY,1.318447232246399,1.3167247048446111,2026-03-30 16:30:00+00:00,2026-03-31 00:00:00+00:00,-17.2,-106.54,0.56,LOSS,STRONG_TREND,0.625,9509.89
GBP_USD,M15,BUY,1.3203359842300415,1.3232058520827974,2026-03-31 08:00:00+00:00,2026-03-31 11:45:00+00:00,28.7,223.26,0.83,WIN,TREND,0.625,9733.15
GBP_USD,M15,BUY,1.3235987424850464,1.3227987424850465,2026-04-03 09:30:00+00:00,2026-04-03 12:30:00+00:00,-8.0,-119.56,1.22,LOSS,TREND,0.625,9613.59
GBP_USD,M15,BUY,1.3213391304016113,1.3233391304016113,2026-04-06 07:00:00+00:00,2026-04-06 07:30:00+00:00,20.0,218.4,1.2,WIN,TREND,0.625,9831.99
GBP_USD,M15,SELL,1.3248454332351685,1.3260817272322518,2026-04-06 10:30:00+00:00,2026-04-06 14:15:00+00:00,-12.4,-113.3,0.8,LOSS,STRONG_TREND,0.625,9718.69
GBP_USD,M15,BUY,1.325228214263916,1.32854910833495,2026-04-07 16:15:00+00:00,2026-04-07 19:45:00+00:00,33.2,229.29,0.73,WIN,TREND,0.625,9947.97
GBP_USD,M15,BUY,1.3409876823425293,1.3398411401680537,2026-04-09 09:30:00+00:00,2026-04-09 11:00:00+00:00,-11.5,-115.41,0.87,LOSS,TREND,0.625,9832.57
GBP_USD,M15,BUY,1.342573881149292,1.341773881149292,2026-04-13 07:30:00+00:00,2026-04-13 12:00:00+00:00,-8.0,-120.54,1.23,LOSS,TREND,0.625,9712.03
GBP_USD,M15,BUY,1.344433069229126,1.346775819148336,2026-04-13 13:15:00+00:00,2026-04-13 16:30:00+00:00,23.4,224.93,1.04,WIN,TREND,0.625,9936.95
GBP_USD,M15,BUY,1.353126883506775,1.355126883506775,2026-04-14 07:00:00+00:00,2026-04-14 10:00:00+00:00,20.0,225.68,1.24,WIN,TREND,0.625,10162.63
GBP_USD,M15,BUY,1.3531560897827148,1.352356089782715,2026-04-17 08:45:00+00:00,2026-04-17 10:45:00+00:00,-8.0,-124.46,1.27,LOSS,TREND,0.625,10038.17
GBP_USD,M15,BUY,1.3540136814117432,1.3561997775520598,2026-04-17 12:15:00+00:00,2026-04-17 12:45:00+00:00,21.9,230.7,1.15,WIN,TREND,0.625,10268.87
GBP_USD,M15,BUY,1.35820472240448,1.3571731065000807,2026-04-17 12:45:00+00:00,2026-04-17 13:45:00+00:00,-10.3,-121.16,1.0,LOSS,TREND,0.625,10147.71
GBP_USD,M15,BUY,1.351384162902832,1.3538933055741447,2026-04-20 10:30:00+00:00,2026-04-20 15:30:00+00:00,25.1,235.24,1.01,WIN,TREND,0.625,10382.95
GBP_USD,M15,BUY,1.3526198863983154,1.3516106733254023,2026-04-22 08:15:00+00:00,2026-04-22 10:00:00+00:00,-10.1,-122.49,1.03,LOSS,TREND,0.625,10260.47
GBP_USD,M15,BUY,1.350581169128418,1.3497177021844047,2026-04-23 08:45:00+00:00,2026-04-23 09:00:00+00:00,-8.6,-124.17,1.19,LOSS,TREND,0.625,10136.29
GBP_USD,M15,BUY,1.349269151687622,1.3483716462339674,2026-04-23 09:00:00+00:00,2026-04-23 13:15:00+00:00,-9.0,-121.76,1.13,LOSS,TREND,0.625,10014.53
GBP_USD,M15,BUY,1.348233938217163,1.3506642431020737,2026-04-24 09:45:00+00:00,2026-04-24 14:15:00+00:00,24.3,231.78,1.03,WIN,TREND,0.625,10246.32
GBP_USD,M15,BUY,1.3511942625045776,1.3546300125973565,2026-04-24 16:15:00+00:00,2026-04-27 03:30:00+00:00,34.4,244.18,0.75,WIN,TREND,0.625,10490.5
GBP_USD,M15,BUY,1.3506395816802979,1.3498113410813468,2026-04-29 11:00:00+00:00,2026-04-29 13:15:00+00:00,-8.3,-128.05,1.27,LOSS,TREND,0.625,10362.45
GBP_USD,M15,BUY,1.3608405590057373,1.360035972935813,2026-05-01 07:00:00+00:00,2026-05-01 09:15:00+00:00,-8.0,-127.01,1.29,LOSS,STRONG_TREND,0.625,10235.44
GBP_USD,M15,BUY,1.3620638847351074,1.3609277648585183,2026-05-01 11:15:00+00:00,2026-05-01 11:45:00+00:00,-11.4,-118.45,0.9,LOSS,TREND,0.625,10116.99
GBP_USD,M15,BUY,1.3633822202682495,1.362271466425487,2026-05-01 12:00:00+00:00,2026-05-01 13:45:00+00:00,-11.1,-117.46,0.91,LOSS,TREND,0.625,9999.53
GBP_USD,H1,BUY,1.267861008644104,1.2659953662327357,2023-09-01 09:00:00+00:00,2023-09-01 14:00:00+00:00,-18.7,-110.46,0.54,LOSS,TREND,0.625,9889.54
GBP_USD,H1,BUY,1.2144027948379517,1.2127609252929688,2023-09-27 10:00:00+00:00,2023-09-27 16:00:00+00:00,-16.4,-109.31,0.6,LOSS,TREND,0.625,9780.22
GBP_USD,H1,BUY,1.2123122215270996,1.216544651559421,2023-10-05 08:00:00+00:00,2023-10-05 15:00:00+00:00,42.3,235.04,0.58,WIN,RANGING,0.625,10015.26
GBP_USD,H1,BUY,1.2707288265228271,1.2744932430131095,2023-12-26 17:00:00+00:00,2023-12-27 12:00:00+00:00,37.6,240.16,0.67,WIN,TREND,0.625,10255.42
GBP_USD,H1,SELL,1.2682629823684692,1.2697445835386003,2024-01-26 07:00:00+00:00,2024-01-26 08:00:00+00:00,-14.8,-114.65,0.69,LOSS,TREND,0.625,10140.77
GBP_USD,H1,BUY,1.2690516710281372,1.2680659592151642,2024-02-27 08:00:00+00:00,2024-02-27 10:00:00+00:00,-9.9,-120.07,1.03,LOSS,TREND,0.625,10020.7
GBP_USD,H1,BUY,1.2683273553848267,1.2671930491924286,2024-02-27 10:00:00+00:00,2024-02-27 14:00:00+00:00,-11.3,-115.66,0.88,LOSS,TREND,0.625,9905.04
GBP_USD,H1,BUY,1.2816076278686523,1.2805159815720148,2024-03-14 09:00:00+00:00,2024-03-14 12:00:00+00:00,-10.9,-115.72,0.91,LOSS,TREND,0.625,9789.32
GBP_USD,H1,BUY,1.2649260759353638,1.2640578959669386,2024-03-26 07:00:00+00:00,2024-03-26 12:00:00+00:00,-8.7,-118.44,1.13,LOSS,STRONG_TREND,0.625,9670.88
GBP_USD,H1,SELL,1.2458730936050415,1.2415020508425576,2024-04-16 11:00:00+00:00,2024-04-16 17:00:00+00:00,43.7,230.51,0.55,WIN,STRONG_TREND,0.625,9901.39
GBP_USD,H1,BUY,1.2551933526992798,1.253725290298462,2024-05-07 14:00:00+00:00,2024-05-07 15:00:00+00:00,-14.7,-110.42,0.67,LOSS,TREND,0.625,9790.97
GBP_USD,H1,BUY,1.2546263933181763,1.253570522580828,2024-05-13 11:00:00+00:00,2024-05-14 08:00:00+00:00,-10.6,-114.94,0.93,LOSS,TREND,0.625,9676.03
GBP_USD,H1,BUY,1.2716013193130493,1.2706181492124284,2024-05-21 10:00:00+00:00,2024-05-21 13:00:00+00:00,-9.8,-113.99,0.98,LOSS,TREND,0.625,9562.04
GBP_USD,H1,BUY,1.2748761177062988,1.273796605212348,2024-05-29 10:00:00+00:00,2024-05-29 11:00:00+00:00,-10.8,-112.1,0.89,LOSS,STRONG_TREND,0.75,9449.94
GBP_USD,H1,BUY,1.2731393575668335,1.2713316764150346,2024-06-10 15:00:00+00:00,2024-06-11 13:00:00+00:00,-18.1,-103.36,0.52,LOSS,TREND,0.625,9346.58
GBP_USD,H1,BUY,1.271213412284851,1.2744916464601244,2024-06-11 13:00:00+00:00,2024-06-11 18:00:00+00:00,32.8,219.97,0.71,WIN,TREND,0.625,9566.56
GBP_USD,H1,BUY,1.2701960802078247,1.2681610371385301,2024-06-18 16:00:00+00:00,2024-06-20 11:00:00+00:00,-20.4,-104.11,0.47,LOSS,TREND,0.625,9462.45
GBP_USD,H1,BUY,1.2798198461532593,1.2783468919140952,2024-07-09 14:00:00+00:00,2024-07-09 15:00:00+00:00,-14.7,-105.79,0.64,LOSS,TREND,0.625,9356.66
GBP_USD,H1,SELL,1.2919729948043823,1.2933092713356018,2024-07-24 11:00:00+00:00,2024-07-24 13:00:00+00:00,-13.4,-106.14,0.7,LOSS,STRONG_TREND,0.625,9250.52
GBP_USD,H1,BUY,1.2984988689422607,1.2973939776420593,2024-10-29 08:00:00+00:00,2024-10-29 09:00:00+00:00,-11.0,-107.93,0.84,LOSS,TREND,0.625,9142.59
GBP_USD,H1,BUY,1.2986844778060913,1.2974168913705009,2024-10-29 10:00:00+00:00,2024-10-29 12:00:00+00:00,-12.7,-104.23,0.72,LOSS,TREND,0.625,9038.36
GBP_USD,H1,BUY,1.2694060802459717,1.2675418300288064,2024-12-18 13:00:00+00:00,2024-12-18 19:00:00+00:00,-18.6,-98.12,0.48,LOSS,TREND,0.625,8940.24
GBP_USD,H1,BUY,1.2330000400543213,1.2378209275858743,2025-01-23 14:00:00+00:00,2025-01-24 02:00:00+00:00,48.2,213.48,0.46,WIN,TREND,0.625,9153.72
GBP_USD,H1,SELL,1.2403254508972168,1.2356582475560052,2025-02-10 11:00:00+00:00,2025-02-10 23:00:00+00:00,46.7,219.87,0.49,WIN,STRONG_TREND,0.625,9373.59
GBP_USD,H1,SELL,1.2565339803695679,1.2589890573705946,2025-02-14 07:00:00+00:00,2025-02-14 08:00:00+00:00,-24.6,-100.13,0.38,LOSS,RANGING,0.625,9273.46
GBP_USD,H1,BUY,1.2609704732894897,1.2645818442106247,2025-02-20 08:00:00+00:00,2025-02-20 16:00:00+00:00,36.1,219.61,0.64,WIN,TREND,0.625,9493.07
GBP_USD,H1,BUY,1.2670416831970215,1.2654128159795488,2025-02-27 12:00:00+00:00,2025-02-27 13:00:00+00:00,-16.3,-104.91,0.58,LOSS,TREND,0.625,9388.15
GBP_USD,H1,BUY,1.2938786745071411,1.2915508874825068,2025-03-28 17:00:00+00:00,2025-03-31 14:00:00+00:00,-23.3,-100.31,0.4,LOSS,TREND,0.625,9287.84
